"sentiment","text"
-0.471404520791032," maybe the gop just got piven amp cloward confused with pinkard amp bowden she thinks i steal cars  €"
0.333333333333333,"had a great time watching the gopdebate last night "
-0.218217890235992," gopdebate donald trump says that he doesnt have time for political correctness how does calling women fat pigs save him â€"
-0.218217890235992," this is the  we have now one of the people on tv now might be the next one rip everything gopdebate €"
-0.229415733870562,"i think  was caught by surprise by that first question and was never able to recover his equilibrium gopdebate"
-0.267261241912424," web stream and mobile app fail during gopdebateâ€ â€ why am i not surprised "
0.267261241912424," john kasich helped ohioans create  new jobs he can do it for america gopdebate "
0,"please help the maryknoll sisters replace windows in their convent  catholic gofundme trcot gopdebate"
0.229415733870562," at gopdebate i won over our largest audience yet can you chip in  to help us keep it up
€"
0,"trump just said  is a true gentleman amp then they started violently ing gopdebate"
0," ugh will these guys ever shut up about how much they respect women gopdebate"
0.41702882811415," what did the gopdebate teach us about a future president trump  america probably wonâ€™t be safe except if weâ€™re attacked â€"
-0.516397779494322," this is going to be a long tiring election season 
shockingly illinformed candidates at gopdebate
€"
0.258198889747161," god has blessed the republican party with many great candidates  cant even find one   gopdebate"
0.288675134594813," the miracle can happen to you grow opportunity and grow jobs gopdebate "
0," scott walker cant even carry his own state gopdebate"
-0.267261241912424," black people if you need anymore indication why republicans hate us peep this gopdebate "
0," sure god told me i should run and the tooth fairy agreed and all the teletubbies voted yes so here i am gopdebate"
0," trump should have told megyn kelly to go to hell foxnews gopdebate"
0," caller on the rush limbaugh showi have lost all respect for fox news foxnews gopdebate"
0,"s behaviour at the gopdebate was astonishingly biased"
0.301511344577764,"republicans debate economics rubio wins bush falters huckabee exaggerates  gopdebate knowmorenotless "
0," huh half of clintons charity went tothe clintons  copolitics hillary stophillary unitebâ€"
0.426401432711221," gopdebate  the order was to take out trump but i wonder if fox news was the one who took the order seriously "
0," democrats watching the gopdebate last night  
p ctl topprog tcot tlot"
0.436564125065399," we all owe  a huge thank you  exposing to the worldðÿ‘‰ chris wallace amp  are true rhinosâ€"
-0.267261241912424," scott walker lies says wi budget has m surplus actually has b deficit  gopdebate €"
0.229415733870562,"youre right last i heard  was that only women could give birth to s child has that changed gopdebate  "
-0.25," have any of you received a word from god  are any of you soupsandwich crazy gopdebate"
0," fox news gopdebate interviewer to candidates whats your take on these gop talking points im feeding you"
-0.5," but the murder of black ppl is just fine just not unborn black babies goplogic gopdebate"
0," missing jon stewart already gopdebate jonvoyage h"
0," chris christie is really standing out at the gopdebate"
-0.25," hey  you know who didnt whine about unfair questions  grow a set why dont ya gopdeâ€"
0,"you cant be prolife and have watched that  hour abortion last night
gopdebate forkedtongue iseeorangepeople"
-0.267261241912424,"
you failed the american people tonight 
you tried to make history by destroying  kellyfaiâ€"
0," btw when you mix politics and religion you get politics gopdebate"
0.316227766016838," marco nailed it on abortion we must protect life gopdebate "
0.25,"   wtf was up with chris wallace attacking trump on bankruptcy then giving rubio a softball gopdebate"
0,"they obviously didnt get the memo about seersuckerthursday gopdebate "
0," honestly donald trump you were all types of petty at last nights gopdebate ðÿ˜’ gt  "
0," all republican dopefuls who say theyll take us back to  on day one will never see one day in white house gopdebateâ€"
0,"trump gloating abt buying gopdem pols ampthem doing his bidding is my s billionaire caricature myacash gopdebate "
0," go carlyðÿ“
go carlyðÿ“
go carlyðÿ“
 carly gopdebate
    €"
0.447213595499958," listening to the gopdebate like "
0.485071250072666," best moment of the gopdebate last night rand telling christie to go get another hug from obama"
0.223606797749979," if you missed either gopdebate all you need to know is theres no  for struggling americans and unlimited  for war"
0.204124145231932," we are on the verge of the greatest time to be alive in this world but washington is holding us back mysa txlege â€"
0.5," trump wins drudge 
debate poll 

âžï by a landslide 

tedcruz  

gopdebate pjnetðÿ‡ðÿ‡  
â˜‘ï  €"
0," fights back against what will you do abt immigration q says border is porous and that must be fixed first â€"
-0.353553390593274,"summary is the gopdebate status quo shit show"
0," debbie blocks tweeter who questioned dem debate schedule   gopdebate  €"
0," hey look itâ€™s  men standing on a stage arguing why they should get to control womenâ€™s bodies and choices gopdebate"
0," rubio budget raises middleclass taxes adds t deficit cuts investmenttax to   gopdebate htâ€"
0," last night at the gopdebate all i saw was a bunch of rich and old despots with zero solutions to our nations problems unâ€"
0," gopdebate batsask  tbats debate over we learned nothing new 
 €"
0," if you think any of these people are qualifiedunfollow me  gopdebate"
0.301511344577764," ben carson spoke about science at the gopdebate and  was like "
-0.519615242270663,"whos the real illegal alien gopdebate  farrakhan on immigration  the mexican bor  "
-0.2,"gopdebate the talking heads put on the debate now the talking heads are telling us how the debates went maybe we wasted our time watching"
0.288675134594813," ðÿž€ donaldtrump plaza casino teddybear plush in tuxedo ðÿž€  ðÿž€ coolstuff gopdebate €"
0.577350269189626,"trump is right about  but really needs to study matthew  verses  gopdebate  "
0.534522483824849," it wasnâ€™t all donaldtrump the most memorable gopdebate moments right now on ac  €"
0,"gopdebate in one picture "
-0.204124145231932," where do you think women should sleep when they have the curse the shed or in an open field not on your property â€"
0.612372435695795,"i think gods a pretty fair guy ben carson neurosurgeon on his belief modern day taxation should be based on an ancient book
gopdebate"
-0.688247201611685," the cheers from gopdebate  audience aftertrump defiantly named  as the woman he called fat pig were the voices â€"
0,"blacklives dont matter apparently to republican candidates for president    or to  uniteblue gopdebate"
0,"overall the main thing we learned from the gopdebate is that only straight white men matter"
0.458831467741123," i thought  had the best post gopdebate interviews of the night gave them all a chance straighten their position"
0," hey  if youre still looking to chip in check out 

gopdebate"
-0.679099750101732,"  chriswallace america is criticizing ur performances during gopdebate bc u did a really bad job as moderators"
0,"â€œ luntz as the lines go up they almost reach  it almost never happens in the dial research we do gopdebate rigged"
0.707106781186548," i wish we could teach teenage girls to love themselves as much as donald trump loves himself gopdebate"
0," conservatives are a people without a network 

gopdebate "
0.235702260395516," how come theres no talk about climate change has anyone here even seen california right now gopdebate debatewithbernie"
0," gopdebate performance reviewreel  perry"
-0.426401432711221," last night they could have have raised their hands im a spoiled billionaire im an oligarch im a racist im a religiâ€"
1.41421356237309,"gopdebate  teamdrbencarson   wow brilliant cool calm amp collectedempowering"
-0.288675134594813," ted cruz doesnt appreciate your emphatically sarcastic air quotes megan kelly gopdebate"
0.229415733870562," under no circumstances should  men dictate abortion rights to women its the st century we are better than thatâ€"
0.377964473009227," gopdebate winner
drudge  k  
time  k  
foxsd   €"
0,"  in  you chided  for going from objective moderator to active participant gopdebate €"
-0.267261241912424,"gopdebate    in you called  a two timing slut  do you stand by that statement"
-0.258198889747161," â˜‘ never watch kellyfile again

 gopdebate questions 
 pandering to  
 making it about ratings notðÿ‡ðÿ‡ €"
0,"imho gopdebate 
winners marcorubio kasich donaldtrump 
losers scottwalker randpaul bencarson 
all others were completely forgettable"
0," smaller govt ohio government payroll is smaller than its been in  decades  gopdebate €"
-0.316227766016838," twitter users takeover gopdebate hashtag to drag gop candidates  kkkorgop "
-0.258198889747161," challenging the teachers unions and beating them is the way to go â€“ jeb  gopdebate"
0.258198889747161," thank you all for watching the gopdebate tonight  and i had a blast writing it"
0," the real war on women   gopdebate "
0,"s on fire debate performance  gopdebate perry tcot"
0.447213595499958," prolife republicans be like gopdebate "
0," icymi  on border securityillegal immigration gopdebate  perry tcot "
-0.208514414057075," this trump vs fox news conflict is quite the conundrum itâ€™s like the personification of greed vs hate who do i rootâ€"
0.353553390593274," i know how extraordinary this nation is gopdebate"
0," meanwhile in the white house  gopdebate "
-0.5,"rubio still my preference but i can see point of his critics over opportunism inconsistency gopdebate"
-0.25,"did  ever tell  to go wait in the car her bad attitude suggests it waronwomen gopdebate"
0," he was on fire s on fire debate performance  gopdebate perry"
0," settling in for the gopdebate "
-0.5," im getting a lot of  hatemail tonight ðÿ˜† gopdebate she is totally overrated and angry sheâ€"
-0.223606797749979,"this literally couldnt be more true for me i watched the gopdebate amp all i got was a lousy hangover  "
0.288675134594813,"jonvoyage was half as long as the gopdebate  but twice as intelligible"
-0.471404520791032," not a single question in last nights gopdebate about the most urgent issue of our time climate change"
0,"gopdebate what was up with foxnews amp their gotcha questions they seemed designed to elicit typical political spin responses tlot"
0.659966329107444,"after the gopdebate all of the promises being made by startups at this tech conference seem quite reasonable"
0.408248290463863," amen trump wakeupamerica gopdebate tcot stoprush €"
0," the highest calling of leadership is to challenge the status quo amp unlock potential in others gopdebate carly"
0.316227766016838," me watching the donald trump bandwagon pass 
tlot tcot gopdebate "
-0.229415733870562," before the gopdebate began didnt the moderators say that  million ppl were discussing racial issues what happened to thosâ€"
0.426401432711221," theres nothing like listening to ten dudes who will never need an abortion talk about whether i should have a right â€"
0," fox silenced by koch billions too not a single question at last nights gopdebate to climatechange deniers about mondâ€"
-0.21320071635561," these republicans are rich they dont care about the poverty of america amp they definitely dont care bout the poverty of blaâ€"
0,"so we just had an office chat about the gopdebate  amp i was outed as both a flaming liberal and a politics geek probably not surprising"
-0.447213595499958,"catching up on my gopdebate  what a childish amp cheap move to call out  amp  on a  year old story"
0.45," the only thing that couldve made last nights gopdebate more amusing would have been

cowbells

morecowbells €"
-0.333333333333333," all ted cruz does is attack other republicans gopdebate"
0.277350098112615," icymi not just no but hell no to the irandeal gopdebate perry tcot "
0," hard to say who won the gopdebate  bernie or hillary"
0.774596669241483," if donald trump wins the election then well know were on the biffstolethealmanac timeline gopdebate"
0," can you chip in  to keep the momentum going gopdebate carly "
0.383761289440099," chris christie just said you have to work two more years before retiringand that youll get tens of thousands less you paidâ€"
0.603022689155527," john kasich is ready to lead join the team claire  

gopdebate "
-0.25," the biggest losers in the debate were the fox moderators who attacked instead of moderating gopdebate"
0," trump has yet to give a single evidencebased answer to a direct question about policy that should frighten you gopdebâ€"
0,"on my way to the studio  about to appear on  to discuss last nights gopdebate tune in"
0," i honestly think sometimes these guys forgot they came from wombs too kkkorgop gopdebate  "
-0.447213595499958," women who shame other women for having abortions deserve to be shamed for having no soul or self respect 

plannedparenâ€"
0.258198889747161," me watches the gopdebate 
me looks directly into the camera like im on the office"
0," donald trumpâ€™s closing statement is every dinner conversation had at the villages ever gopdebate"
-0.229415733870562," when the rich wage war its the poor who die jeanpaul sartre 
this is now gop foreign policy 
gopdebate"
-0.258198889747161,"at the gopdebate we saw the candidates completely miss the mark on race amp blacklivesmatter
 "
0.458831467741123," so to the gop for being proud of defeating teachers union even though they just wanted higher wages gopdebate"
-0.21320071635561," obama better not leave his prayer rug behind in the oval office when i get elected because ill throw it out   gopdebate"
0.447213595499958,"  you got that right gopdebate"
0," trump just said the us is stupid so lets vote him president wtf people gopdebate"
0.301511344577764,"so excited for  gopdebate kasichus republicandebate kasich been waiting for  years"
-0.471404520791032," rep engel is nd major jewish democrat to announce opposition to iran deal during gopdebate following schumer opposition"
0.267261241912424,"hey look its my feelings about donald trump summed up in one gif gopdebate "
0," are any of these dudes for the legalization of marijuana or what gopdebate"
0," what i learned from the gopdebate
some guys dad was a mailman jesus christ is everyones running mate the gop has runâ€"
0.301511344577764," marco rubio briefly backed immigration reform then privately berated dreamers  gopdebate €"
0," â€œi frenchkissed jesus christâ€  every candidate gopdebate"
0,"gopdebate closingstatements  just be honest u were defs talking about  coz hes stealing ur schtick"
0.229415733870562,"when cnn msnbc and the new york times praise fox moderators then you know the moderators fucked up gopdebate"
0," trump is a lunatic gopdebate"
0,"cruz has class amp truth that gets my vote gopdebate"
-0.25," assclown im the only reason anyone is even talking about illegal immigration keep digging donald gopdebate"
0," tom hanks finally somebody who makes some sense gopdebate debatewithbernie"
0," olivia pope would not vote for any of these guys gopdebate"
0,"all gop candidates want to reduce taxes while huckabee wants to legalize prostitution and drugs so we can tax it gopdebate"
0," hi fox panel can you just ask donald every single question hand him a shovel while youre at it so he can keep digging â€"
0," and then hillaryclinton  joebiden were all gopdebate "
0,"gopdebate trump is breaking records so what hes not a polished politician makes me love him even more  "
0," oh it was just a movie trailer gopdebate debatewithbernie"
0.223606797749979," so sally kohn amp debbie wasserman schultz both  praising megyn kelly tonight that should tell you everything you need â€"
0.288675134594813,"why are all the trump accessory women wearing the same shoes  gopdebate "
-0.208514414057075,"funniest line coming fr republican people are frustrated theyâ€™re fed up they donâ€™t think the governmentâ€™s working for them gopdebate"
0.603022689155527,"and donald trump is an absolute nut so entertaining lol gopdebate"
0.632455532033676," top gop pundits pick their gopdebate winners  
winnersfox news
losersusa"
0," candidates went after   times in the gopdebatebut remained silent about the issues that affect us €"
0.267261241912424," trying show up  w  trying take him down trying destroy him not happening kellyâ€"
0," mosttweeted gopdebate moment for  saying he wouldnt publicize to the world his answer on waterboarding"
0.235702260395516,"i give him a e for his big ego gopdebate as are earned for excellence rhymes with rump"
0.447213595499958,"passion of the gopdebate religiousupamovie"
0.242535625036333," got the best reviews and deserved them read more of our nreditorial recap of the gopdebate gt €"
-0.258198889747161," cant wait to see which lannister they kill off in the next episode of gopdebate"
-0.229415733870562," brutal question to the assclown from megan kelly the lesson here be careful what you tweet on twitter gopdebate"
0," democrats watching this gopdebate "
0.625543242171224,"trump changed his mind on supporting partial birth abortion because a friend changed their mind on aborting amp had a great kid gopdebate"
0.5,"best closing statement  gopdebate"
-0.25," we have to stop worrying about being loved amp start worrying about being respected tellingitlikeitis gopdebate
€"
0.229415733870562," trump sycophants want to know what s hidden agenda was last night answer is simple its called a vaginâ€"
0.636396103067893,"the real gopdebate winner republican voters  fox nation "
0.267261241912424,"donald trump is a really nasty piece of work hope he disappears quickly gopdebate"
0," fetuses are not unborn babies they are clusters of cells stop shaming people who wanthave had abortions gopdebate"
0.277350098112615," these were far and away the best tweets of last night debatewithbernie gopdebate "
0,"i know now who it is that chrischristie reminds me of actor andy devine gopdebate "
0," despite what huckabee says i always make sure my prostitute and her pimp pay fica and pension gopdebate"
0.377964473009227," hillary clinton was watching the gopdebate like
 "
0.0436435780471985," did great by challenging the candidates in gopdebate if these candidates cant handle a tough question they could never b potus"
-0.392792202424786," iâ€™d say it was the opposite megan kelly acted like some sjw on tumblr whining about feminism very sad gopdebate  €"
0.816496580927726," rightly so frank rightly so gopdebate  "
-0.45,"the number of times that ronald reagan is mentioned in the gopdebate is too damn high"
0.218217890235992," if trump is against pc culture im suddenly  for it not even kidding what a howling shitcave of a human gopâ€"
0," bencarson great close he operates on brains so he doesnt worry about skin color gopdebate"
-0.436435780471985," women that would be offended by trumps misogyny most certainly dont vote republican

find a new fake issue faux news

â€"
0," keep religion out of politics gopdebate"
0," i wont be bought amp i wont be sold  after reiterating his points against  during gopdebate"
-0.223606797749979," boy i bet the mood in the clown car is going to be tense when these jerks leave the gopdebate"
0.776580274715321," dr ben carson did a great job tonight loved your closing statement  gopdebate"
0.267261241912424," meet the new darling of the left ã€‹ megyn gotcha kelly gopdebate  donaldtrump megynkelly"
-0.258198889747161,"â€œ behind the fox debate how the anchors hashed out the questions gopdebate they failed"
-0.316227766016838,"did anyone get trashed playing s gopdebate drinking game   drinkinggame"
0,"if donaldtrump donates to uhe can call in a favor years later sounds like thegodfather
not potus thats legal
gopdebate gopclowncar"
0," ugh to think there were actually people sitting on their couch last night saying yes yes this is reasonable gopdebate"
0,"  dear  gopdebate notamistake "
0.25," if politics can be even partially rational trumps campaign for the gop nomination just ended gopdebate"
0,"s takeaway from last night america doesnt deserve ben carson  gopdebate"
-0.447213595499958," scott walker chooses killing mother rather than aborting unborn embryo this is reason other countries give us that funny â€"
0,"cant uniteblue abortion is a talking point in the gopdebate since ppsellsbabyparts"
0," closing statements reminisce about an america that no longer exists after ted kennedyâ€™s  immigration and nationality act gâ€"
0," cant make this up  chris christie stopped at a cleveland ice cream shop before the gopdebate "
0," ted cruz is going to personally take away your telescope and try you as a witch gopdebate"
0," you killed it last night at the gopdebate glad to have some that cares for america  makeamericagreatagain"
0.46475800154489," when the gopdebate is more exciting than anything else on tv in the past  years"
0.288675134594813," shiiiittt its tough to say who is making me more horny gopdebate"
-0.267261241912424,"  asked   poor questions why was this to help bush in the polls hannity gopdebate "
0,"   the gopdebate was better than i thought itd be though candidates finessed issues with sound bytes"
0.277350098112615," yes marco rubio actually said the iraq invasion was not a mistake  gopdebate €"
0.267261241912424," marco rubio voted against unemployment benefits even though florida needs them most  gopdebate htâ€"
0.377964473009227,"jebbush was so thoughtful in gopdebate  rethink "
0," there will be a lot of jobs available if bush serves  terms because most conservatives will have committed suicide goâ€"
0.267261241912424,"huh watching  debate  and so far the moderators and the participants are better gopdebate"
0.21320071635561," donald trump insulted  and all women and not one man on stage confronted him none of them are worthy to be â€"
0," i was waiting for  to ask  when did you stop beating your wife gopdebate €"
0.235702260395516," about last night are you watching   we got  and all the good stuff from the gopdebate on â€"
0," earth to  this aint about you 

gopdebate 
foxdebate 
megynkelly 
megynkellydebatequestions €"
0," andrand paul lands the first haymaker of the night gopdebate"
0.333333333333333," coming up on  at pm live  patriot post gopdebate"
0.288675134594813,"because republicans dont like rosie odonnell icymi  gopdebate debrief this am on  "
-0.242535625036333,"fff highlights from this week include nationalunderwearday the gopdebate and jonvoyage officially the worst week ever
tgif"
0.267261241912424," jon stewart can feel comfortable wretirement as gopdebate solved all problemspersonal amp scientific httâ€"
0," of course the assclown wont pledge not to run as a third party candidate gopdebate"
0,"paul krugman sums up what happended last night one of our two major parties has gone off the deep end  gopdebate"
-0.554700196225229," just remember no matter wins the gopdebate everyone who watched it loses alcoholpoisoning"
0.229415733870562," trump video it cost  times more than the m it wouldve if it were being managed by  gopdebate hâ€"
-0.408248290463863," you disgraced yourself last night gopdebate"
0.229415733870562," prediction in the final gopdebate donald trump will tear off his missionimpossible mask to reveal a smirking jon stewart"
0,"fallon to jon stewart please come back i canâ€™t do it alone  gopdebate politics"
0," in midst of gopdebate came big blow to  with announcement that leading jewish democrat sen schumer wont bâ€"
0.25," ted cruz is angling himself to be a slightly less loony version of donald trump gopdebate"
0.267261241912424,"meet the new darling of the left ã€‹ megyn gotcha kelly gopdebate  donaldtrump megynkelly"
-0.408248290463863," that abortion question â€” disgusting gopdebate"
0," and  praised  and they thought they did a good job gopdebate 
not a good thing"
0,"   debbie wassermanschultz statement on gopdebate gop is solely focused on €"
0," my hottake carly fiorina became a st tier candidate yesterday otherwise gopdebate changed nothingwill be ancientâ€"
0.229415733870562,"gopdebate a lesson for coming months quality and not quantity in words amp time for tangible and believable propsals
"
0,"when cnn and the new york times are praising the  moderators you know they did it completely wrong gopdebate"
0," first republican debate the candidate report card

gopdebate


tcot €"
0," according to  the mostretweeted candidate tweet of the gopdebate didnt come from a republican €"
-0.377964473009227," displayed utmost authority at  gopdebate critic says  "
0.458831467741123," not one candidate spoke up against trumps massdeportation plan amp not one condemned his racist comments latinos wont forgetâ€"
0.447213595499958,"donald is my hero 
 gopdebate "
-0.722956891292051," the kryptonian science council was more worried about climate change than these scary people gopdebate"
0.825896641934022,"withholding my very valuable presidential endorsement until i hear about everyones point of view on the nd amendment gopdebate"
0,"   debbie wassermanschultz statement on gopdebate gop is solely focused on €"
0," ronald reagan never had an abortion with isis and women dont need them either  basically everyone tonight gopdebate"
0," this gt rick santorum says gay marriage has no constitutional basis  gopdebate foxdebate tcot â€"
-0.288675134594813," every part of the world  has touched is worse today truth gopdebate "
0.458831467741123," won the gopdebate last night only candidate who answered questions directly and not afraid to take on tough issues"
0.277350098112615,"the best jabs at hillary clinton from the republicansâ€™ fox news debates gopdebate "
0," mike huckabee was the star of the luntz focus group show when he spoke the feedback â€"
1.39427400463467,"watching the primetime gopdebate this afternoon i think  was the real winner quiet but effective"
0," and here comes the gay marriage gotcha sectionâ€gopdebate"
0," jeb is giving me some serious janet reno tonight gopdebate "
0.277350098112615,"boomers r smart they know how to use internet for gopdebate      cosproject jpnet "
-0.204124145231932," re china you deal with a playground bully by punching them in the face amp putting them on the ground bc they only resâ€"
0," lots of republicans in my facebook and twitter timelines are ticked at fox news for running that hatchet job of a debate gopdebaâ€"
0.471404520791032,"i wont defend  they were far from fair or balanced last night but name calling is juvenile gopdebate"
0.223606797749979," hats off to ben carson for using the term useful idiots re hillary clinton and the secular progressive movement gopdâ€"
-0.447213595499958," your fox team talked for  minutes of gopdebate while walker talked for  your obvious goal was to ambush everyone pathetic"
-0.25," i actually agree with  on something she said  didnt hurt himself in gopdebate and i concur"
0.229415733870562," like ben carsons brain mike huckabees heart marco rubios soul chris christies fight john kasichs hope add carly fiâ€"
